account_id,bank_district_id,frequency,date_opened,year,lor,disp_id,client_id,type,birth_number,client_district_id,birth_year,birth_day,birth_month,gender,age,age_group,total_credit,average_credit,frequency_credit,most_recent_credit_date,total_withdrawal,average_withdrawal,frequency_withdrawal,most_recent_withdrawal_date,client_district,client_region,loan_id,loan_status,had_granted_loan_in1997,creditcard_type,had_creditcard_issued_in1997
597,41,POPLATEK MESICNE,931205,1993,3,715,715,OWNER,525115,1,1952,15,1,F,44,40,258896.40000000002,10787.35,24,961231,267395.2,5243.04,51,961231,Hl.m. Praha,Prague,0,0,0,0,0
3129,5,POPLATEK MESICNE,931205,1993,3,3785,3785,OWNER,205718,66,1920,18,7,F,76,70,81806.50000000001,3408.6,24,961231,76259.20000000001,1622.54,47,961231,Zdar nad Sazavou,south Moravia,0,0,0,0,0
884,2,POPLATEK MESICNE,931207,1993,3,1065,1065,OWNER,571126,2,1957,26,11,M,39,30,41699.50000000001,1737.48,24,961231,38833.19999999999,1049.55,37,961231,Benesov,central Bohemia,0,0,0,0,0
4264,28,POPLATEK MESICNE,931207,1993,3,5138,5138,OWNER,745805,45,1974,5,8,F,22,20,282215.3,11758.97,24,961231,286075.2,7946.53,36,961231,Jicin,east Bohemia,0,0,0,0,0
3223,1,POPLATEK MESICNE,931207,1993,3,3898,3898,OWNER,485117,57,1948,17,1,F,48,40,226690.70000000007,9856.12,23,961231,220675.20000000004,5964.19,37,961231,Hodonin,south Moravia,0,0,0,0,0
737,34,POPLATEK MESICNE,931208,1993,3,885,885,OWNER,230208,34,1923,8,2,M,73,70,55097.1,2295.71,24,961231,47179.19999999999,1521.91,31,961231,Chomutov,north Bohemia,0,0,0,0,0
2306,38,POPLATEK MESICNE,931208,1993,3,2790,2790,OWNER,750210,16,1975,10,2,M,21,20,171568.19999999998,6862.73,25,961231,177755.20000000004,2962.59,60,961231,Jindrichuv Hradec,south Bohemia,0,0,0,0,0
1673,53,POPLATEK MESICNE,931208,1993,3,2031,2031,OWNER,261215,54,1926,15,12,M,70,70,53632.00000000001,2234.67,24,961231,57129.19999999998,1503.4,38,961231,Brno - mesto,south Moravia,0,0,0,0,0
10663,11,POPLATEK MESICNE,931208,1993,3,12805,13113,OWNER,761125,11,1976,25,11,M,20,20,566072.7,23586.36,24,961231,562863.5999999999,7504.85,75,961231,Praha - zapad,central Bohemia,0,0,0,classic,1
3345,22,POPLATEK MESICNE,931208,1993,3,4044,4044,OWNER,305429,44,1930,29,4,F,66,60,51532.90000000001,2147.2,24,961231,55306.69999999998,1286.2,43,961231,Chrudim,east Bohemia,0,0,0,0,0
1970,8,POPLATEK MESICNE,931208,1993,3,2395,2395,OWNER,530311,8,1953,11,3,M,43,40,294686.80000000005,12278.62,24,961231,283975.2,4813.14,59,961231,Mlada Boleslav,central Bohemia,0,0,0,0,0
2504,16,POPLATEK MESICNE,931209,1993,3,3023,3023,OWNER,590404,16,1959,4,4,M,37,30,305684.3,12736.85,24,961231,315431.19999999995,6437.37,49,961231,Jindrichuv Hradec,south Bohemia,0,0,0,0,0
358,12,POPLATEK MESICNE,931209,1993,3,436,436,OWNER,550615,2,1955,15,6,M,41,40,37883.70000000001,1578.49,24,961231,31187.199999999993,458.64,68,961231,Benesov,central Bohemia,0,0,0,0,0
2980,66,POPLATEK MESICNE,931209,1993,3,3598,3598,OWNER,230911,66,1923,11,9,M,73,70,60667.7,2527.82,24,961231,60947.19999999998,1562.75,39,961231,Zdar nad Sazavou,south Moravia,0,0,0,0,0
3918,53,POPLATEK MESICNE,931209,1993,3,4724,4724,OWNER,736014,53,1973,14,10,F,23,20,121489.59999999999,5062.07,24,961231,128035.20000000004,2845.23,45,961231,Blansko,south Moravia,0,0,0,0,0
1680,59,POPLATEK MESICNE,931210,1993,3,2040,2040,OWNER,440807,59,1944,7,8,M,52,50,254704.4,10612.68,24,961231,241935.20000000004,5259.46,46,961231,Kromeriz,south Moravia,0,0,0,0,0
3039,1,POPLATEK MESICNE,931210,1993,3,3673,3673,OWNER,516207,1,1951,7,12,F,45,40,135528.09999999998,4840.29,28,961231,135131.20000000004,2413.06,56,961231,Hl.m. Praha,Prague,0,0,0,0,0
3380,64,POPLATEK MESICNE,931210,1993,3,4087,4087,OWNER,465216,64,1946,16,2,F,50,50,89313.80000000002,3435.15,26,961231,96687.20000000001,2479.16,39,961231,Zlin,south Moravia,0,0,0,0,0
2128,22,POPLATEK MESICNE,931210,1993,3,2574,2574,OWNER,325422,29,1932,22,4,F,64,60,65999.4,2749.98,24,961231,60497.19999999999,1833.25,33,961231,Rokycany,west Bohemia,0,0,0,0,0
903,47,POPLATEK MESICNE,931210,1993,3,1088,1088,OWNER,695823,47,1969,23,8,F,27,20,52035.5,1794.33,29,961231,58435.19999999998,1391.31,42,961231,Pardubice,east Bohemia,0,0,0,0,0
1762,28,POPLATEK MESICNE,931211,1993,3,2136,2136,OWNER,405724,28,1940,24,7,F,56,50,247153.09999999998,10298.05,24,961231,265235.2,3195.6,83,961231,Plzen - sever,west Bohemia,0,0,0,0,0
61,70,POPLATEK MESICNE,931211,1993,3,70,70,OWNER,251222,70,1925,22,12,M,71,70,49184.5,2049.35,24,961231,54441.19999999998,1088.82,50,961231,Karvina,north Moravia,0,0,0,0,0
391,36,POPLATEK MESICNE,931211,1993,3,472,472,OWNER,811227,36,1981,27,12,M,15,10,81025.7,1884.32,43,961231,86925.20000000001,2556.62,34,961231,Liberec,north Bohemia,0,0,0,0,0
2305,1,POPLATEK MESICNE,931211,1993,3,2789,2789,OWNER,516225,1,1951,25,12,F,45,40,45381.7,1815.27,25,961231,62125.19999999999,1218.14,51,961231,Hl.m. Praha,Prague,0,0,0,0,0
1588,67,POPLATEK MESICNE,931211,1993,3,1924,1924,OWNER,380529,67,1938,29,5,M,58,50,55720.100000000006,1797.42,31,961231,53361.19999999999,1524.61,35,961231,Bruntal,north Moravia,0,0,0,0,0
183,43,POPLATEK MESICNE,931212,1993,3,223,223,OWNER,525227,43,1952,27,2,F,44,40,192037.39999999997,8001.56,24,961231,191923.20000000004,3309.02,58,961231,Hradec Kralove,east Bohemia,0,0,0,0,0
365,74,POPLATEK MESICNE,931212,1993,3,444,444,OWNER,605801,74,1960,1,8,F,36,30,233713.4,8988.98,26,961231,245867.20000000007,3322.53,74,961231,Ostrava - mesto,north Moravia,0,0,0,0,0
2476,32,POPLATEK MESICNE,931212,1993,3,2990,2990,OWNER,385402,32,1938,2,4,F,58,50,52346.2,2181.09,24,961231,60093.19999999999,1716.95,35,961231,Ceska Lipa,north Bohemia,0,0,0,0,0
347,65,POPLATEK MESICNE,931213,1993,3,424,424,OWNER,471008,1,1947,8,10,M,49,40,300424.0,10359.45,29,961231,249187.60000000006,5537.5,45,961231,Hl.m. Praha,Prague,0,0,0,0,0
1877,76,POPLATEK MESICNE,931213,1993,3,2278,2278,OWNER,210701,76,1921,1,7,M,75,70,79580.8,3315.87,24,961231,84029.20000000001,1474.2,57,961231,Sumperk,north Moravia,0,0,0,0,0
3196,1,POPLATEK MESICNE,931213,1993,3,3863,3863,OWNER,396027,1,1939,27,10,F,57,50,66665.7,2777.74,24,961231,63403.19999999998,1713.6,37,961231,Hl.m. Praha,Prague,0,0,0,0,0
2928,55,POPLATEK MESICNE,931214,1993,3,3536,3536,OWNER,220820,55,1922,20,8,M,74,70,67645.3,2818.55,24,961231,59667.19999999999,1808.1,33,961231,Brno - venkov,south Moravia,0,0,0,0,0
1225,4,POPLATEK MESICNE,931214,1993,3,1478,1478,OWNER,690821,4,1969,21,8,M,27,20,248120.40000000002,10338.35,24,961231,263115.2,6417.44,41,961231,Kladno,central Bohemia,0,0,0,0,0
3825,7,POPLATEK MESICNE,931214,1993,3,4609,4609,OWNER,766219,7,1976,19,12,F,20,20,32469.700000000004,2164.65,15,961231,63531.39999999999,3529.52,18,961231,Melnik,central Bohemia,0,0,0,0,0
180,55,POPLATEK TYDNE,931214,1993,3,219,219,OWNER,645402,60,1964,2,4,F,32,30,313814.6,12069.79,26,961231,340912.0,7748.0,44,961231,Prostejov,south Moravia,0,0,0,0,0
2813,24,POPLATEK MESICNE,931215,1993,3,3397,3397,OWNER,745608,24,1974,8,6,F,22,20,189048.2,7877.01,24,961231,194407.20000000004,2260.55,86,961231,Karlovy Vary,west Bohemia,0,0,0,0,0
1605,72,POPLATEK MESICNE,931216,1993,3,1946,1946,OWNER,350719,72,1935,19,7,M,61,60,568816.1,17236.85,33,961231,607028.1999999998,10288.61,59,961231,Olomouc,north Moravia,0,0,0,0,0
1792,7,POPLATEK MESICNE,931216,1993,3,2172,2172,OWNER,295821,7,1929,21,8,F,67,60,74763.3,3115.14,24,961231,81609.20000000001,1813.54,45,961231,Melnik,central Bohemia,0,0,0,0,0
1604,54,POPLATEK MESICNE,931216,1993,3,1945,1945,OWNER,540603,54,1954,3,6,M,42,40,232342.50000000003,9680.94,24,961231,248271.20000000004,4774.45,52,961231,Brno - mesto,south Moravia,0,0,0,0,0
883,1,POPLATEK MESICNE,931217,1993,3,1064,1064,OWNER,515203,1,1951,3,2,F,45,40,217878.3,8715.13,25,961231,233727.20000000004,3437.16,68,961231,Hl.m. Praha,Prague,0,0,0,0,0
441,27,POPLATEK TYDNE,931217,1993,3,531,531,OWNER,761004,27,1976,4,10,M,20,20,597401.6000000001,22976.98,26,961231,599468.0,8443.21,71,961231,Plzen - jih,west Bohemia,0,0,0,0,0
3429,73,POPLATEK MESICNE,931217,1993,3,4145,4145,OWNER,226202,73,1922,2,12,F,74,70,81695.40000000001,3403.98,24,961231,81333.20000000001,1355.55,60,961231,Opava,north Moravia,0,0,0,0,0
4514,69,POPLATEK MESICNE,931218,1993,3,5445,5445,OWNER,520916,69,1952,16,9,M,44,40,643582.7,26815.95,24,961231,690644.1999999998,15696.46,44,961231,Jesenik,north Moravia,0,0,0,0,0
1088,32,POPLATEK MESICNE,931219,1993,3,1306,1306,OWNER,226008,32,1922,8,10,F,74,70,68493.4,2853.89,24,961231,70979.2,1689.98,42,961231,Ceska Lipa,north Bohemia,0,0,0,0,0
3094,56,POPLATEK MESICNE,931220,1993,3,3742,3742,OWNER,616127,56,1961,27,11,F,35,30,202882.40000000002,8453.43,24,961231,203783.20000000004,2646.54,77,961231,Breclav,south Moravia,0,0,0,0,0
1768,15,POPLATEK MESICNE,931220,1993,3,2144,2144,OWNER,605128,15,1960,28,1,F,36,30,151114.3,6044.57,25,961231,134575.20000000004,3738.2,36,961231,Cesky Krumlov,south Bohemia,0,0,0,0,0
2768,73,POPLATEK MESICNE,931220,1993,3,3342,3342,OWNER,730929,73,1973,29,9,M,23,20,55693.7,1989.06,28,961231,56005.19999999999,1400.13,40,961231,Opava,north Moravia,0,0,0,0,0
2257,57,POPLATEK MESICNE,931221,1993,3,2732,2732,OWNER,535916,57,1953,16,9,F,43,40,41325.80000000001,1721.91,24,961231,33815.19999999999,994.56,34,961231,Hodonin,south Moravia,0,0,0,0,0
1882,1,POPLATEK MESICNE,931221,1993,3,2283,2283,OWNER,610809,1,1961,9,8,M,35,30,81343.8,3128.61,26,961231,74811.20000000001,1289.85,58,961231,Hl.m. Praha,Prague,0,0,0,0,0
719,30,POPLATEK MESICNE,931221,1993,3,862,862,OWNER,520105,30,1952,5,1,M,44,40,51059.799999999996,1701.99,30,961231,45707.19999999999,1015.72,45,961231,Sokolov,west Bohemia,0,0,0,0,0
5092,74,POPLATEK MESICNE,931221,1993,3,6144,6144,OWNER,566219,54,1956,19,12,F,40,40,42588.6,1638.02,26,961231,61375.19999999999,1040.26,59,961231,Brno - mesto,south Moravia,0,0,0,0,0
3292,1,POPLATEK MESICNE,931221,1993,3,3983,3983,OWNER,265522,1,1926,22,5,F,70,70,58691.000000000015,2445.46,24,961231,63645.19999999999,1818.43,35,961231,Hl.m. Praha,Prague,0,0,0,0,0
3604,75,POPLATEK MESICNE,931222,1993,3,4347,4347,OWNER,265620,54,1926,20,6,F,70,70,84540.8,3522.53,24,961231,89661.20000000001,1992.47,45,961231,Brno - mesto,south Moravia,0,0,0,0,0
2733,76,POPLATEK MESICNE,931222,1993,3,3299,3299,OWNER,615917,76,1961,17,9,F,35,30,43323.6,1805.15,24,961231,37255.19999999999,745.1,50,961231,Sumperk,north Moravia,0,0,0,0,0
3669,76,POPLATEK MESICNE,931222,1993,3,4422,4422,OWNER,435731,76,1943,31,7,F,53,50,111259.99999999999,4279.23,26,961231,106779.20000000001,1750.48,61,961231,Sumperk,north Moravia,0,0,0,0,0
1940,52,POPLATEK MESICNE,931222,1993,3,2356,2356,OWNER,300710,52,1930,10,7,M,66,60,56622.399999999994,2359.27,24,961231,51687.19999999999,1722.91,30,961231,Usti nad Orlici,east Bohemia,0,0,0,0,0
3056,55,POPLATEK MESICNE,931222,1993,3,3695,3695,OWNER,341004,55,1934,4,10,M,62,60,53282.5,2220.1,24,961231,49207.19999999999,1171.6,42,961231,Brno - venkov,south Moravia,0,0,0,0,0
1419,33,POPLATEK MESICNE,931222,1993,3,1720,1720,OWNER,345224,33,1934,24,2,F,62,60,73761.5,3073.4,24,961231,69485.19999999998,1694.76,41,961231,Decin,north Bohemia,0,0,0,0,0
2971,76,POPLATEK TYDNE,931223,1993,3,3588,3588,OWNER,536104,76,1953,4,11,F,43,40,2619.4999999999995,187.11,14,961231,5260.0,375.71,14,961231,Sumperk,north Moravia,0,0,0,0,0
1959,62,POPLATEK MESICNE,931224,1993,3,2382,2382,OWNER,276025,62,1927,25,10,F,69,60,82700.90000000001,3445.87,24,961231,82889.20000000001,1563.95,53,961231,Uherske Hradiste,south Moravia,0,0,0,0,0
3164,33,POPLATEK MESICNE,931224,1993,3,3826,3826,OWNER,210308,33,1921,8,3,M,75,70,74579.09999999999,3107.46,24,961231,69623.2,1392.46,50,961231,Decin,north Bohemia,0,0,0,0,0
3197,1,POPLATEK MESICNE,931225,1993,3,3865,3865,OWNER,771106,75,1977,6,11,M,19,10,37159.600000000006,1548.32,24,961231,39901.19999999999,1173.56,34,961231,Prerov,north Moravia,0,0,0,0,0
2770,42,POPLATEK MESICNE,931225,1993,3,3344,3344,OWNER,610916,42,1961,16,9,M,35,30,61135.5,2108.12,29,961231,59055.19999999999,868.46,68,961231,Havlickuv Brod,east Bohemia,0,0,0,0,0
7944,59,POPLATEK MESICNE,931227,1993,3,9512,9820,OWNER,685121,59,1968,21,1,F,28,20,272803.1,7577.86,36,961231,262315.2,8197.35,32,961231,Kromeriz,south Moravia,0,0,0,0,0
1080,55,POPLATEK MESICNE,931227,1993,3,1296,1296,OWNER,595801,55,1959,1,8,F,37,30,319618.49999999994,13317.44,24,961231,297735.2,5954.7,50,961231,Brno - venkov,south Moravia,0,0,0,0,0
6148,74,POPLATEK MESICNE,931227,1993,3,7422,7422,OWNER,581126,74,1958,26,11,M,38,30,307094.69999999995,11811.33,26,961231,273799.2,4563.32,60,961231,Ostrava - mesto,north Moravia,0,0,0,0,0
2010,1,POPLATEK MESICNE,931227,1993,3,2441,2441,OWNER,281006,1,1928,6,10,M,68,60,70785.8,2949.41,24,961231,69117.2,1868.03,37,961231,Hl.m. Praha,Prague,0,0,0,0,0
3135,72,POPLATEK MESICNE,931227,1993,3,3791,3791,OWNER,390318,72,1939,18,3,M,57,50,263054.6,10960.61,24,961231,259963.20000000004,6189.6,42,961231,Olomouc,north Moravia,0,0,0,0,0
1098,47,POPLATEK MESICNE,931228,1993,3,1318,1318,OWNER,310310,47,1931,10,3,M,65,60,70288.0,2928.67,24,961231,81577.20000000001,1631.54,50,961231,Pardubice,east Bohemia,0,0,0,0,0
100,41,POPLATEK MESICNE,931228,1993,3,121,121,OWNER,786029,41,1978,29,10,F,18,10,179853.60000000003,6201.85,29,961231,164999.20000000004,2844.81,58,961231,Usti nad Labem,north Bohemia,0,0,0,0,0
2913,8,POPLATEK MESICNE,931228,1993,3,3520,3520,OWNER,285517,8,1928,17,5,F,68,60,54375.0,2265.62,24,961231,52705.19999999999,1121.39,47,961231,Mlada Boleslav,central Bohemia,0,0,0,0,0
1153,35,POPLATEK MESICNE,931229,1993,3,1387,1387,OWNER,775222,1,1977,22,2,F,19,10,157504.19999999998,6300.17,25,961231,153287.20000000004,2689.25,57,961231,Hl.m. Praha,Prague,0,0,0,0,0
1635,19,POPLATEK MESICNE,931229,1993,3,1981,1981,OWNER,705922,19,1970,22,9,F,26,20,236806.19999999998,9866.92,24,961231,209271.20000000004,4185.42,50,961231,Prachatice,south Bohemia,0,0,0,0,0
2842,14,POPLATEK MESICNE,931229,1993,3,3435,3435,OWNER,455527,4,1945,27,5,F,51,50,39529.3,1647.05,24,961231,45185.19999999999,684.62,66,961231,Kladno,central Bohemia,0,0,0,0,0
3759,1,POPLATEK MESICNE,931229,1993,3,4535,4535,OWNER,316203,1,1931,3,12,F,65,60,59868.600000000006,2494.52,24,961231,54119.19999999999,1424.19,38,961231,Hl.m. Praha,Prague,0,0,0,0,0
3594,29,POPLATEK MESICNE,931230,1993,3,4337,4337,OWNER,660421,48,1966,21,4,M,30,30,390647.6000000001,16984.68,23,961231,390171.19999999984,9516.37,41,961231,Rychnov nad Kneznou,east Bohemia,0,0,0,0,0
2778,38,POPLATEK MESICNE,931230,1993,3,3355,3355,OWNER,530115,38,1953,15,1,M,43,40,170478.09999999998,7103.25,24,961231,173231.20000000004,3396.69,51,961231,Louny,north Bohemia,0,0,0,0,0
2161,15,POPLATEK TYDNE,931230,1993,3,2615,2615,OWNER,455826,64,1945,26,8,F,51,50,174637.90000000002,8731.9,20,961231,213218.0,4351.39,49,961231,Zlin,south Moravia,0,0,0,0,0
2789,14,POPLATEK MESICNE,940101,1994,2,3368,3368,OWNER,526024,14,1952,24,10,F,44,40,170468.0,6556.46,26,961231,157147.20000000004,2310.99,68,961231,Ceske Budejovice,south Bohemia,0,0,0,0,0
1552,18,POPLATEK MESICNE,940102,1994,2,1883,1883,OWNER,616027,18,1961,27,10,F,35,30,322418.2,13434.09,24,961231,321931.19999999995,6998.5,46,961231,Pisek,south Bohemia,0,0,0,classic,1
628,72,POPLATEK MESICNE,940103,1994,2,755,755,OWNER,471121,72,1947,21,11,M,49,40,74498.1,2483.27,30,961231,74951.20000000001,2025.71,37,961231,Olomouc,north Moravia,0,0,0,0,0
1458,29,POPLATEK MESICNE,940103,1994,2,1768,1768,OWNER,510427,29,1951,27,4,M,45,40,217318.99999999994,9054.96,24,961231,223983.20000000004,4226.1,53,961231,Rokycany,west Bohemia,0,0,0,0,0
2673,34,POPLATEK MESICNE,940104,1994,2,3228,3228,OWNER,570222,34,1957,22,2,M,39,30,162835.60000000003,6784.82,24,961231,177915.20000000004,2824.05,63,961231,Chomutov,north Bohemia,0,0,0,0,0
1788,1,POPLATEK MESICNE,940104,1994,2,2167,2167,OWNER,811213,1,1981,13,12,M,15,10,71969.0,2768.04,26,961231,66825.19999999998,2155.65,31,961231,Hl.m. Praha,Prague,0,0,0,0,0
1193,29,POPLATEK MESICNE,940105,1994,2,1439,1439,OWNER,740910,29,1974,10,9,M,22,20,188632.19999999998,7859.67,24,961231,189703.20000000004,4311.44,44,961231,Rokycany,west Bohemia,0,0,0,0,0
969,19,POPLATEK MESICNE,940108,1994,2,1168,1168,OWNER,780531,19,1978,31,5,M,18,10,116190.9,2582.02,45,961231,86825.2,3339.43,26,961231,Prachatice,south Bohemia,0,0,0,0,0
1512,1,POPLATEK MESICNE,940108,1994,2,1832,1832,OWNER,665731,1,1966,31,7,F,30,30,190730.2,7064.08,27,961231,184339.20000000004,4286.96,43,961231,Hl.m. Praha,Prague,0,0,0,0,0
3997,62,POPLATEK MESICNE,940113,1994,2,4819,4819,OWNER,640413,62,1964,13,4,M,32,30,105703.5,4228.14,25,961231,120675.20000000003,3175.66,38,961231,Uherske Hradiste,south Moravia,0,0,0,0,0
2179,1,POPLATEK TYDNE,940114,1994,2,2638,2638,OWNER,420107,1,1942,7,1,M,54,50,410489.80000000005,15788.07,26,961231,424757.0,4826.78,88,961231,Hl.m. Praha,Prague,0,0,0,0,0
1164,35,POPLATEK MESICNE,940114,1994,2,1401,1401,OWNER,810724,35,1981,24,7,M,15,10,104678.90000000001,2553.14,41,961231,105325.20000000004,2568.91,41,961231,Jablonec n. Nisou,north Bohemia,0,0,0,0,0
4774,66,POPLATEK MESICNE,940114,1994,2,5760,5760,OWNER,480508,66,1948,8,5,M,48,40,307359.30000000005,12294.37,25,961231,322483.19999999995,5374.72,60,961231,Zdar nad Sazavou,south Moravia,0,0,0,0,0
4413,74,POPLATEK TYDNE,940115,1994,2,5318,5318,OWNER,680328,74,1968,28,3,M,28,20,437279.39999999997,18219.97,24,961231,466681.0,8333.59,56,961231,Ostrava - mesto,north Moravia,0,0,0,0,0
1824,52,POPLATEK MESICNE,940117,1994,2,2212,2212,OWNER,720527,52,1972,27,5,M,24,20,315605.20000000007,13150.22,24,961231,318763.19999999995,5312.72,60,961231,Usti nad Orlici,east Bohemia,0,0,0,0,0
1231,7,POPLATEK MESICNE,940118,1994,2,1485,1485,OWNER,780514,7,1978,14,5,M,18,10,229358.2,9556.59,24,961231,235575.20000000004,4807.66,49,961231,Melnik,central Bohemia,0,0,0,0,0
2664,58,POPLATEK MESICNE,940120,1994,2,3216,3216,OWNER,591128,58,1959,28,11,M,37,30,200594.09999999998,8023.76,25,961231,193811.20000000004,3341.57,58,961231,Jihlava,south Moravia,0,0,0,0,0
1627,1,POPLATEK MESICNE,940120,1994,2,1972,1972,OWNER,465429,1,1946,29,4,F,50,50,104684.59999999999,4026.33,26,961231,90815.20000000001,2751.98,33,961231,Hl.m. Praha,Prague,0,0,0,0,0
9104,10,POPLATEK MESICNE,940121,1994,2,10900,11208,OWNER,575305,10,1957,5,3,F,39,30,516069.3,11218.9,46,961231,485978.6,11044.97,44,961231,Praha - vychod,central Bohemia,0,0,0,0,0
2326,70,POPLATEK MESICNE,940124,1994,2,2813,2813,OWNER,410410,70,1941,10,4,M,55,50,346658.2,11953.73,29,961231,295847.19999999995,6880.17,43,961231,Karvina,north Moravia,0,0,0,0,0
4356,47,POPLATEK MESICNE,940126,1994,2,5247,5247,OWNER,430414,47,1943,14,4,M,53,50,86270.1,3594.59,24,961231,98875.20000000001,2535.26,39,961231,Pardubice,east Bohemia,0,0,0,0,0
3667,55,POPLATEK MESICNE,940126,1994,2,4420,4420,OWNER,570506,55,1957,6,5,M,39,30,74960.5,2584.84,29,961231,80595.20000000001,1918.93,42,961231,Brno - venkov,south Moravia,0,0,0,0,0
742,77,POPLATEK MESICNE,940128,1994,2,890,890,OWNER,190330,77,1919,30,3,M,77,70,52064.5,2169.35,24,961231,55971.19999999998,1365.15,41,961231,Vsetin,north Moravia,0,0,0,0,0
2538,42,POPLATEK MESICNE,940130,1994,2,3064,3064,OWNER,300505,42,1930,5,5,M,66,60,77758.40000000001,3239.93,24,961231,93673.20000000001,2128.94,44,961231,Havlickuv Brod,east Bohemia,0,0,0,0,0
127,29,POPLATEK MESICNE,940202,1994,2,152,152,OWNER,456202,29,1945,2,12,F,51,50,41025.8,1709.41,24,961231,43349.19999999999,1238.55,35,961231,Rokycany,west Bohemia,0,0,0,0,0
726,76,POPLATEK MESICNE,940203,1994,2,871,871,OWNER,740311,76,1974,11,3,M,22,20,80483.9,2874.42,28,961231,75151.20000000001,2031.11,37,961231,Sumperk,north Moravia,0,0,0,0,0
4907,42,POPLATEK MESICNE,940206,1994,2,5928,5928,OWNER,705910,42,1970,10,9,F,26,20,202806.7,8450.28,24,961231,200975.20000000004,2576.61,78,961231,Havlickuv Brod,east Bohemia,0,0,0,0,0
2628,64,POPLATEK PO OBRATU,940206,1994,2,3172,3172,OWNER,511223,64,1951,23,12,M,45,40,790306.0999999999,19275.76,41,961231,763973.0,14414.58,53,961231,Zlin,south Moravia,0,0,0,0,0
3898,70,POPLATEK MESICNE,940207,1994,2,4700,4700,OWNER,375615,70,1937,15,6,F,59,50,84127.70000000001,3505.32,24,961231,83845.20000000001,1822.72,46,961231,Karvina,north Moravia,0,0,0,0,0
6472,61,POPLATEK MESICNE,940208,1994,2,7814,7814,OWNER,765106,61,1976,6,1,F,20,20,502665.60000000003,20944.4,24,961231,502629.1999999999,8519.14,59,961231,Trebic,south Moravia,0,0,0,0,0
1770,65,POPLATEK MESICNE,940208,1994,2,2146,2146,OWNER,730104,65,1973,4,1,M,23,20,276332.1,11513.84,24,961231,266487.2,5225.24,51,961231,Znojmo,south Moravia,0,0,0,0,0
2472,60,POPLATEK MESICNE,940208,1994,2,2984,2984,OWNER,635524,60,1963,24,5,F,33,30,217810.59999999998,8712.42,25,961231,209123.20000000004,4267.82,49,961231,Prostejov,south Moravia,0,0,0,0,0
1159,49,POPLATEK MESICNE,940209,1994,2,1394,1394,OWNER,425822,49,1942,22,8,F,54,50,153335.59999999998,5679.1,27,961231,155495.20000000004,3533.98,44,961231,Semily,east Bohemia,0,0,0,0,0
4418,66,POPLATEK MESICNE,940209,1994,2,5325,5325,OWNER,705918,66,1970,18,9,F,26,20,178462.7,7138.51,25,961231,183431.20000000004,2351.68,78,961231,Zdar nad Sazavou,south Moravia,0,0,0,0,0
1470,19,POPLATEK MESICNE,940210,1994,2,1782,1782,OWNER,481224,19,1948,24,12,M,48,40,165734.6,6629.38,25,961231,176695.20000000004,4207.03,42,961231,Prachatice,south Bohemia,0,0,0,0,0
1813,47,POPLATEK MESICNE,940211,1994,2,2197,2197,OWNER,626210,47,1962,10,12,F,34,30,520403.7,16262.62,32,961231,503749.19999999984,8837.71,57,961231,Pardubice,east Bohemia,0,0,0,0,0
4416,14,POPLATEK MESICNE,940212,1994,2,5323,5323,OWNER,765217,14,1976,17,2,F,20,20,138029.19999999998,3067.32,45,961231,121775.20000000004,3805.48,32,961231,Ceske Budejovice,south Bohemia,0,0,0,0,0
2315,75,POPLATEK MESICNE,940213,1994,2,2801,2801,OWNER,190218,75,1919,18,2,M,77,70,55017.1,2292.38,24,961231,46061.19999999999,1244.9,37,961231,Prerov,north Moravia,0,0,0,0,0
3876,69,POPLATEK MESICNE,940213,1994,2,4673,4673,OWNER,520816,69,1952,16,8,M,44,40,295.59999999999997,24.63,12,961231,15231.200000000004,1087.94,14,961231,Jesenik,north Moravia,0,0,0,0,0
4329,1,POPLATEK MESICNE,940217,1994,2,5213,5213,OWNER,801010,1,1980,10,10,M,16,10,107524.8,2829.6,38,961231,110675.20000000001,3074.31,36,961231,Hl.m. Praha,Prague,0,0,0,0,0
3184,1,POPLATEK MESICNE,940218,1994,2,3849,3849,OWNER,326211,1,1932,11,12,F,64,60,62497.1,2604.05,24,961231,54255.19999999998,1695.47,32,961231,Hl.m. Praha,Prague,0,0,0,0,0
370,25,POPLATEK MESICNE,940218,1994,2,450,450,OWNER,531127,25,1953,27,11,M,43,40,38484.49999999999,1603.52,24,961231,41755.19999999999,695.92,60,961231,Klatovy,west Bohemia,0,0,0,0,0
1317,56,POPLATEK MESICNE,940218,1994,2,1592,1592,OWNER,280411,56,1928,11,4,M,68,60,82407.90000000001,3433.66,24,961231,80011.2,1951.49,41,961231,Breclav,south Moravia,0,0,0,0,0
2675,1,POPLATEK MESICNE,940219,1994,2,3230,3230,OWNER,825606,1,1982,6,6,F,14,10,69066.29999999997,4933.31,14,961231,87831.40000000004,3818.76,23,961231,Hl.m. Praha,Prague,0,0,0,0,0
3840,76,POPLATEK MESICNE,940219,1994,2,4629,4629,OWNER,230510,76,1923,10,5,M,73,70,73203.3,3050.14,24,961231,63543.19999999999,1672.19,38,961231,Sumperk,north Moravia,0,0,0,0,0
4009,56,POPLATEK MESICNE,940220,1994,2,4832,4832,OWNER,575109,56,1957,9,1,F,39,30,324220.7,13509.2,24,961231,339635.19999999995,8490.88,40,961231,Breclav,south Moravia,0,0,0,0,0
